id;nazwa;info_zab;cena
"ZCCAPFI701GY";"Canon PFI-701GY grey";"0.0";"0.0"
"ZCCAPFI701M";"Canon PFI-701M magenta";"0.0";"0.0"
"ZCCAPFI701MBK";"Canon PFI-701MBK matte black";"0.0";"0.0"
"ZCCAPFI701PC";"Canon PFI-701PC photo cyan";"0.0";"0.0"
"ZCCAPFI701PM";"Canon PFI-701PM photo magenta";"0.0";"0.0"
"ZCCAPFI701R";"Canon PFI-701R red";"0.0";"0.0"
"ZCCAPFI701Y";"Canon PFI-701Y yellow";"0.0";"0.0"
"ZCCAPFI702BK";"Canon PFI-702BK black";"0.0";"0.0"
"ZCCAPFI702GY";"Canon PFI-702GY grey";"0.0";"0.0"
"ZCCAPFI703BK";"Canon PFI-703BK black";"0.0";"0.0"
"ZCCAPFI703C";"Canon PFI-703C cyan";"0.0";"0.0"
"ZCCAPFI703M";"Canon PFI-703M magenta";"0.0";"0.0"
"ZCCAPFI703MBK";"Canon PFI-703MBK matte black";"0.0";"0.0"
"ZCCAPFI703Y";"Canon PFI-703Y yellow";"0.0";"0.0"
"ZCCAPFI706B";"Canon PFI-706B blue";"0.0";"0.0"
"ZCCAPFI706BK";"Canon PFI-706BK black";"0.0";"0.0"
"ZCCAPFI706C";"Canon PFI-706C cyan";"0.0";"0.0"
"ZCCAPFI706G";"Canon PFI-706G green";"0.0";"0.0"
"ZCCAPFI706GY";"Canon PFI-706GY grey";"0.0";"0.0"
"ZCCAPFI706M";"Canon PFI-706M magenta";"0.0";"0.0"
"ZCCAPFI706MBK";"Canon PFI-706MBK matte black";"0.0";"0.0"
"ZCCAPFI706PC";"Canon PFI-706PC photo cyan";"0.0";"0.0"
"ZCCAPFI706PGY";"Canon PFI-706PGY photo grey";"0.0";"0.0"
"ZCCAPFI706PM";"Canon PFI-706PM photo magenta";"0.0";"0.0"
"ZCCAPFI706R";"Canon PFI-706R red";"0.0";"0.0"
"ZCCAPFI706Y";"Canon PFI-706Y yellow";"0.0";"0.0"
"ZCCAPFI707B";"Canon PFI-707BK black";"0.0";"0.0"
"ZCCAPFI707C";"Canon PFI-707C cyan";"0.0";"0.0"
"ZCCAPFI707M";"Canon PFI-707M magenta";"0.0";"0.0"
"ZCCAPFI707MBK";"Canon PFI-707MBK matte black";"0.0";"0.0"
"ZCCAPFI707Y";"Canon PFI-707Y yellow";"0.0";"0.0"
"ZCA710MB";"Canon PFI-710MBK matte black";"0.0";"0.0"
"ZCAPG145";"Canon PG-145";"0.0";"0.0"
"ZCAPG146";"Canon PG-146";"0.0";"0.0"
"pg210";"Canon PG-210";"0.0";"0.0"
